#name	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"
"86"	0.2638	0.2768	-1.546	-0.0441	-1.095	0.2993	-0.4599	-0.2152917	0.166	-0.192865	-0.3969	-0.8191	0.39684	-0.210423	-0.9398	1.45	-0.271872	3.028	-0.011715	0.12185	0.6075681	-0.156041	-0.4893	0.1514	0.8088	3.085	0.9023	-1.564	-0.25286	-0.174963	-0.156028	-0.2723	-1.487	0.9695	0.5571	0.01591	2.061	1.766	-2.204	-1.262	-1.999	-1.488	-0.08634	-0.2673	2.409	0.1498	-2.111	0.6018	1.34	-0.5866	-0.6737	-0.7302	-0.6693	1.695	0.5377	0.4454	1.09	0.33144	-1.303	-0.588	-1.47984	1.021	0.37541	0.15116	-0.04079	-2.272	-0.460458	2.241	-0.702	0.15678	0.0546	1.372	-0.380253	-0.9961	1.597	-0.4717	-1.96	1.29	0.6781	0.8796	-0.55272	1.164	-0.40079	-1.687	-0.9765	-0.9695	-0.7179	-0.3873	-1.835	-0.180414	0.4942	-0.8454	1.504	-0.116447	0.3015	0.7029	-0.777493	0.26064	-0.1828	2.526	-0.4026	0.762	-0.01994	-0.7556	0.1575	-0.6387	-1.724	-0.238119	-1.288	0.08051	1.495	2.004	-0.00701	0.2765308	-1.467	-1.21
"87"	2.264	-0.9512	-0.004774	0.494	-0.58474	-0.18216	0.08011	0.079726	-0.805	0.195525	-0.639021	-0.39	0.7847675	-0.4974	-3.843	-0.6772	-0.055013	0.82157	0.00427	0.009672	3.734	-0.8673	-1.209	0.154	0.7114	1.855	0.6739	0.3674	1.25	-0.724	-0.6955	-0.6827	0.835	-1.383	0.06176	1.048	0.278024	2.378	-2.701	-3.24	-1.541	-2.152	-1.176	0.6074	0.4192	0.9064	-0.2776	-0.4846	0.8795	0.143	0.466648	-0.38669	0.3413	0.7883	1.157	-0.23877	3.094	0.35034	-1.115	1.101	-1.34846	-0.05352	0.208273	-1.476	-1.071	0.2374989	-0.598367	0.03935	0.3051	0.1122	1.156	0.9993	0.3052	-0.181	1.611	-0.07459	-0.7315	2.077	0.07217	1.975	0.8742	1.703	-1.829	-0.7471	-0.8384	1.59	-2.081	0.4188	-0.8954	-0.3506	0.09735	0.4977	1.739	-1.867	-0.02144	-1.18	-2.35	0.3534	1.1	2.101	-1.305	0.17614	0.22166	-0.5525	-0.05344	0.1664	-0.3936	-1.435	-1.454	-1.145	0.823	0.2521	0.4141	-0.6219	0.8303	-1.526
"88"	-1.392	1.335	0.4585	0.5878	-0.8431	-0.6538	-0.604	-0.532	0.6999	-0.3808	-0.52325	-1.025	0.4298	0.194103	0.1681	1.22	-0.346948	0.49073	0.34806	-0.386848	0.60726	-0.1764368	-0.192589	-0.6099	1.154	-0.7867	-0.548	0.5045	-1.02	-0.02794	0.8105	-2.967	0.04108	0.1702	0.2608	0.09161	0.7287	0.03716	-0.4964	0.4416	0.1616	1.524	-0.9126	-0.8426	0.2982	-0.4965	-0.3125	0.1565	0.1256	0.9391	-0.55	0.072128	1.556	-0.3936	-0.1466	-0.3329	2.649	-0.8721	-0.1566	0.3857	-0.8089	0.5656	0.01392	1.347	-0.7821	-0.5257	-0.375	0.1698	-0.6364	0.1047	0.3982	-0.07923	0.3857	0.1265	0.5403	-1.139	-0.854	0.1115	1.122	0.9802	0.6967	-0.07318	-0.3874	0.9494	1.142	0.02709	-0.8943	0.1233	0.7091	-0.8311	2.547	-1.399	-0.2494	-0.7092	-0.9279	0.5105	0.7484	0.4209	0.007805	2.294	-0.423	-0.2344	0.1391	-1.32	0.06304	2.707	-1.977	-0.4048	-0.7589	1.878	0.1434	-0.3764	0.1306	-3.225	-0.5932	-1.682
"89"	0.1466	0.04651	3.56	0.3076	-1.702	-0.672	-0.2662	-0.5062	0.4027	-1.514	-0.3702	-0.27785	0.1056375	-0.017907	-0.845	1.921	-0.131744	1.14088	0.51221	-0.117898	0.81008	2.317	0.016935	-0.9837	1.428	-0.2564	-1.301	1.509	1.043	-0.6657	-0.8962	-2.04	-0.5377	1.71	0.1151	0.4559	1.685	0.2134	-0.6022	1.466	-0.2411	0.06626	-0.8924	0.6117	-0.3655	-0.1922	-0.4903	0.6608	-0.2372	0.3244	0.05629	-1.448	1.423	-1.703	-1.222	-0.8107	0.7767	0.4662	-0.05634	0.6169	-0.6386	0.6068	-0.5668	0.8265	0.5842	0.378759	-0.4957	1.908	-0.1393	-0.9032	1.167	0.8029	0.04977	-0.0154	1.019	-0.835	-0.5839	-0.5004	-0.8862	1.542	0.03883	-0.4991	-1.365	-0.2935	0.01017	0.1032	-0.4392	-0.1326	-0.6228	-1.004	0.4889	-0.6167	0.4548	-0.7401	1.675	0.2886	-0.4465	-0.197	0.5709	2.776	0.5271	0.4887	1.691	-0.4219	-0.8689	1.661	-1.407	0.09032	0.5282	-0.1332	-0.3105	0.06373	2.36	-4.291	-1.763	-0.8903
"90"	-1.885	-0.934422	1.154	0.9855	0.10043	1.319	0.6676	-1.485	0.3725	0.061789	0.3896	0.131726	0.67233	-0.484903	-0.7892	-0.4877	-0.2671	-0.6004	-0.324175	-0.6945	0.5081	0.7312	-0.2605	-1.604	-0.2209	1.719	-0.90244	-0.598	-0.38053	0.0306	-0.1709	1.208	1.069	-1.011	-0.03661	0.4682	1.097	1.753	0.5061	-0.1309	-0.7098	-0.2044	-2.065	0.152	0.4438	-0.4119	0.519	-1.062	0.2591	-0.1244	-1.325	-0.726731	-1.3	0.639	1.224	-0.1894	-0.5701	0.47401	-1.2	2.378	-1.17249	-0.07489	-0.09553	0.7498	-0.6005	0.249723	-0.5085	0.2488	0.4916	-0.8053	0.6552	-0.5192	-1.408	0.1255	-0.01268	-1.084	-1.036	2.022	-0.4544	-0.2988	0.9427	-0.0582	0.3265	0.2204	-0.453	1.583	-0.02429	0.3462	0.2301	0.4509	-0.1812	-0.4368	0.9786	-1.416	0.4491	0.4115	-0.7436	-0.5461	0.3788	1.696	0.169	1.469	-2.034	-0.722	-0.786	-0.4171	-0.5751	0.06319	0.872	-0.2163	0.01743	-0.1554	1.6	-0.7315	0.1308	-0.7614
"91"	-0.4529	-1.768	-0.2031	0.6682	-0.4427	1.011	1.576	-0.0767147	-0.4027	0.059315	-0.15501	0.17636	0.82661	-0.446073	-0.119169	-0.689	-0.104502	0.60202	-0.170425	-0.1168	0.2539	1.02	-0.39893	-1.26	0.4115	2.561	-0.81647	0.2864	-0.30876	0.21918	-1.112	-0.7257	-0.407	-2.206	-1.686	-0.6655	-0.5654	-0.1669	0.08549	-0.1205	-0.8564	-0.5841	-1.514	1.403	0.5712	1.113	1.445	0.9634	0.5185	-0.823	-0.885	-0.528601	-0.9367	1.097	2.785	0.145	1.648	0.319083	-0.9037	2.796	-3.101	0.7955	-0.1731	1.059	0.4478	-1.343	-0.1001	0.9578	0.2425	-0.9504	0.6461	-1.109	-1.049	-0.4726	0.2043	-0.3142	-0.2978	2.37	-0.8864	-0.2629	1.391	-0.3592	0.3275	-0.1417	-0.464	2.003	-0.5113	0.7192	0.181	0.3008	-0.2892	-0.6988	0.9046	-1.595	0.313	0.2095	-0.6448545	-0.9762	-0.09726	1.596	-0.104	1.088	-1.914	-0.8311	-0.904	-0.2861	-0.6262	0.2611	1.001	-0.6464	0.7254	-0.1624	1.469	0.1408768	-0.2623	-0.9955
"92"	0.4711	-0.47	0.6598	1.17	-0.3298	0.7475	-0.5127	-1.578	0.3792	0.007276	-0.6237	0.06045	0.41633	-0.078764	-0.6855	-0.168	-0.171314	0.82911	0.314345	-0.144895	0.89977	0.2178702	-0.010025	-0.3807	0.2238	0.6895	0.007194	-0.1043	0.4215	-0.6447	-0.4242	0.03864	-0.3167	-0.3696	-0.5009	-0.4522	0.732	2.015	-0.5502	0.9908	0.005874	-0.5398	-1.005	2.129	0.4305	0.4348	-0.7323	-0.3513	-0.4492	-1.146	0.8043	-0.1173	1.065	0.7957	-0.1693	-0.3067	1.247	0.06418	-0.5804	0.5459	-2.338	1.279	-0.7838	-0.1415	0.03515	-1.134	-0.4158	-0.01951	-0.02673	-0.3857	0.4448	-0.03057	-1.425	1.032	0.368	-0.1144	-0.3514	0.6252	-0.2957	0.3139	0.4974	0.2985	-0.4078	0.1811	-0.3723	1.234	0.4884	-0.1921	-0.5382	-0.1034	-0.09451	-0.06613	1.359	-0.7686	1.007	-0.1148	-0.4009	-0.4644	-0.03954	1.175	-0.2633	-0.2537	-0.7913	-0.1254	-0.4883	0.2856	-0.7035	-0.1951	-0.1513	-0.4857	0.2081	0.1513	-0.42357	-0.2887432	0.27137	0.41622
"93"	0.14279	-1.16	-0.7654	0.271376	-0.172	3.681	0.406	-0.7389	0.156882	-0.7407	-0.60539	-0.03101	0.0741275	-0.044768	-0.428329	-0.5563	-0.243719	1.14894	0.307635	-0.005638	0.7965581	-0.087691	-0.068135	-0.3929	0.2566	0.08336	-0.05599	0.07092	-0.5726	-0.2979	-0.5304	-0.54646	-1.161	-0.5968	-0.3841	-1.364	0.265204	0.9482	0.4486	-0.6344	-0.1703	-0.1559	-0.6186	-0.3465	1.725	0.2586	-0.4865	-0.7424	0.5016	0.1552	0.2891	0.4825	-0.02758	-0.029464	0.185039	-0.12079	2.53	0.3387	-0.7575	0.02571	-0.5898	0.9416	-0.02302	-0.7037	0.228	1.239	0.2001	2.283	-0.2481	-0.224	0.3735	-0.6739	-0.474	-0.008172	0.3437	1.19	-1.566	0.4869	-0.903	0.1385	0.8961	-0.4169	-0.5861	1.418	-0.9506	0.1194	-0.5179	-0.9714	0.4444	-0.8178	0.2362	-0.08246	0.571	-0.1689	0.9914	-0.6252	-0.4413	0.04123	-0.1859	1.714	-0.07265	0.8089	-0.7616	-0.4947	-0.1286	1.061	-0.4508	0.3755	-0.6306	-0.264	-0.4292	1.905	-0.1401	-1.01	-0.7279	-0.4271
"94"	0.381	-0.639	-3.868	0.4561	-0.3868	0.4145	-0.07474	0.06028	0.7872	0.02148	0.5163	-0.278289	0.1297175	0.7437	-0.08356	0.3209	0.5475	0.52027	1.148	0.1931	-0.1012	-0.051397	0.7979	-0.4976	-0.6982	-0.35154	0.4172	-0.7073	0.5736	-1.39	-0.315045	0.5197	2.119	1.026	-0.2069	-0.2491	0.143	-0.1286	0.6238	1.249	0.6249	-0.9537	0.1066	0.8987	0.1765	-0.3992	0.2008	0.3608	0.09782	0.7744	-0.07569	-0.1622	0.7226	-0.419468	-0.39484	-0.0015517	0.5117	0.06365	-1.195	-0.2121	-1.407	0.2288	-0.6888	-0.5754	-1.347	0.2586	-0.7407	-0.3852	-0.1664	0.03765	0.6711	-2.093	0.1216	0.3775	0.8723	0.7779	0.4689	0.2245	0.3046	0.1682	-0.7043	-2.291	0.5275	0.2544	-0.182	0.981	-0.3823	-0.7638	0.1451	-0.7331	-0.2242	0.1912	0.5776	0.008741	0.6041	-0.3725	0.9864	-0.4601	-0.06724	0.6091	-0.241	0.08956	0.984	-0.6461	0.138	0.7639	-0.9062	-0.2228	-0.528	-0.5984	0.3574	-0.6644	1.847	0.3805	-0.2132	-0.6235
"95"	1.193	-2.194	-1.519	-0.6668	-0.8727	0.6076	-0.5426	0.09938	-0.3317	-0.4494	-1.647	0.16916	0.228994	-0.296937	-0.9315	0.0995	2.272	0.51332	0.37973	0.035224	4.16	3.771	0.317085	-0.3682	-0.06272	-1.353	-0.53358	0.3342	-0.474001	-1.102	0.1933	0.02015	2.692	1.369	-1.472	-0.1676	-0.4055	2.51	0.4783	2.362	-0.1766	-0.9052	0.3781	1.497	-1.245	0.1423	0.4672	-2.523	2.032	1.129	1.76	-0.9828	0.588456	-0.1242684	-0.26627	0.2168	0.44699	0.167463	-1.552	2.375	-5.283	1.253	0.33974	-0.436	-1.381	1.109	-2.903	0.304	0.3418	-0.1041	3.014	-2.053	-0.8672	2.404	1.56	-1.864	1.707	1.388	0.2928	-0.01962	-1.406	-0.906194	0.7317	0.03459	1.297	2.522	-1.08	-0.06855	-0.2757	-2.065	0.203	-1.909	2.867	-1.609	0.7513	-0.9813	-0.1144	0.3421	-0.201	1.076	-0.4468	-1.403	-0.4707	-1.327	-0.6588	2.165	-0.8609	-0.3636	-0.3608	1.278	0.6496	-1.304	1.264	-2.85	0.056285	-1.529
"96"	0.30753	-0.1757	-0.3279	-0.3586	-0.3315	0.7058	0.7246	-0.7044	0.0779	0.1678	-1.202	0.25725	0.707635	-0.413653	-1.082	0.10142	0.4468	1.477	0.16483	0.012929	0.8800781	-0.082541	0.5242	-1.728	0.00779	0.7066	-1.297	1.187	-0.30725	1.418	0.7898	-0.374186	-2.121	-0.4216	0.03211	3.119	0.882	0.2794	-0.2442	-1.709	-1.146	0.1773	-1.345	-0.1233	-0.1435	0.1088	-1.394	0.6548	1.511	1.896	-1.407	-0.3882	-0.1794	0.5917	1.85	-0.8547	0.04167	2.799	1.437	-0.1751	-1.708	-0.07517	-0.09381	-0.3545	-0.9068	-0.3894	-1.285	0.5654	0.005145	1.413	-0.8763	-1.013	1.063	-0.484	-0.9851	-0.4366	-1.663	0.05108	-0.3198	-0.4063	0.2613	-1.576	0.3081	-0.4111	-1.093	1.464	-1.107	-0.5442	0.5366	-0.6306	-0.33318	0.4578	0.9562	-0.5787	0.5776	-0.1939	-0.712	0.5074	0.058421	1.661	-0.21057	0.2271	0.2516	-0.1245	-0.7354	0.1385	1.017	1.314	-1.238	0.3022	0.923	0.1072	-0.1609	0.8541	-0.3056	0.6331
"97"	0.2771	0.1921	0.128567	0.106072	-0.01998	0.3486	0.5944	-0.187947	0.04857	-0.075211	-0.58788	0.26612	0.811674	-0.211713	-1.21	-1.53	-0.078472	0.72369	0.22492	1.914	0.7352181	-0.099021	-0.27	-0.1744	0.502	1.265	-1.478	1.328	-0.26642	3.424	0.744	-1.122	-0.8554	-0.2724	-0.1037	3.291	0.8002	-0.3784	0.08204	-1.713	-0.9429	-0.3285	-2.454	0.1509	-1.592	-0.296	-1.204	0.566	1.65	1.665	-1.056	-0.136	-1.144	0.446573	2.646	0.265021	0.5299	0.66907	1.974	-0.3269	-1.298	-0.717	0.028543	-0.6422	-0.322092	-0.5302	-1.851	0.5846	0.5194	1.268	-0.7371	-1.361	0.8424	-0.2318	-1.772	-0.3444	-1.271	-0.2357	-0.2986	0.03894	-0.33771	-2.248	-0.1417	-0.4238	-1.298	1.423	-1.844	-0.814	0.3339	-0.9403	-0.2254	0.634	1.442	-0.8855	1.378	-0.030986	-0.94212	-0.3454	-1.333	1.945	2.571	-0.2097	0.2318	-0.6963	-1.001	0.2577	1.498	1.226	-1.475	-0.5126	1.742	0.02337	0.5263	1.053	1.17512	1.108
"98"	-0.3833	-1.68	0.2615	0.4498	-0.5711	0.7522	0.268	-0.726	0.2839	0.05017	-1.595	-0.2432	0.591844	0.7004	-0.7109	-0.9304	0.3212	2.081	0.118646	0.9118	0.08546	0.5076	0.1936	0.8101	0.1095	0.3343	-2.027	0.9485	-0.7527	0.9901	-0.2214	-1.427	-3.553	-0.9328	-0.1831	2.344	0.3017	0.2462	0.8616	-2.001	-0.8903	0.901	-1.421	-0.2195	0.7813	-0.06647	-0.234732	0.7435	2.039	1.717	-0.5629	-0.5365	-0.2636	0.6714	2.169	-0.6559	0.2534	1.997	1.149	0.4707	-2.628	-0.2134	0.244513	0.0173	-0.3431	0.8754	-1.833	1.3	0.3786	1.849	-0.8928	-1.156	0.8327	0.6905	-0.8256	-0.8221	-1.783	-0.7024	-0.2383	-0.2158	-1.237	-2.723	0.2696	0.03543	-0.8399	0.4421	-1.382	-1.93	0.6361	-1.179	0.08286	0.6632	1.899	-0.6912	0.9761	-0.5845	-1.775	0.7729	-0.3862	2.543	2.105	0.1066	-0.1009	0.893	-1.858	-0.228	1.133	0.7872	-0.3579	-0.0113	0.9385	-0.3364	-1.281	1.635	1.508	1.062
"99"	-1.348	-1.262	0.2251	-0.05662	0.01146	-0.3663	-0.1315	0.0661113	0.330739	-0.4253	-0.5935	2.427	1.082	-0.149856	-0.5073	-0.7778	0.3648	0.01356	0.016791	0.6484	-0.521	-0.199671	0.3501	-0.7034	-0.305	0.8988	-0.6135	1.27	-0.3612	1.582	0.925	-0.5671	-1.1	-0.7013	0.2434	2.471	-0.05577	0.01967	-0.4319	-1.493	-0.2289	1.34	-0.3351	-0.5991	0.4527	0.306	-0.37	1.897	0.7391	1.054	-1.214	-0.612	-0.4071	0.09793	1.032	0.01257	-0.1231	0.7335	0.3139	-1.313	-1.796	-0.2199	0.2324	0.08979	-0.9866	0.5388	-1.71	-0.4418	-0.287	0.4771	-1.252	-1.228	0.9401	-0.1821	-1.416	-1.529	-1.25	-1.355	-1.058	-0.1464	-0.1919	-0.4338	1.398	0.1608	-0.1745	1.036	-0.6659	-0.2623	0.9515	-0.7377	1.157	0.7496	0.126	-0.7178	0.2625	-1.058	-0.8022	0.01529	-0.6728	1.048	2.197	0.558	0.3125	0.4544	0.1744	0.8113	0.5983	1.106	-1.185	1.129	1.4	-1.077	-0.628	2.26	-0.1798	-0.391
"100"	-0.5064	0.5045	-0.1816	-0.4763	-0.2332	1.147	0.2858	-1.351	0.1278	-0.24	-1.422	0.2247	-0.3524	-0.6797	-0.739	-0.9485	0.009069	2.343	0.2475	0.05969	0.4143	-0.6265	1.28	0.5236	-0.259	1.299	-0.7665	0.927	-0.7712	0.21078	-0.1139	-1.759	0.1016	-0.8393	-0.2516	1.012	1.099	-0.2283	0.5691	-0.6719	-1.371	-0.8625	-1.347	0.04996	0.4818	0.12	-0.932	0.295	1.684	1.738	0.5046	-0.009987	-0.7671	0.7629	1.436	-0.9524	0.7479	1.875	0.9949	-0.1258	-1.158	0.9391	-0.007553	-0.7662	-1.082	-0.4341	-1.684	1.697	0.8162	0.7863	-0.2002	-0.7046	0.3993	0.3461	-0.34	-0.2825	-1.268	-0.4108	0.6353	0.2808	-0.5457	-1.842	-0.005836	-0.911	-1.473	-0.8713	-1.304	-0.6601	-1.199	-0.9465	0.8334	-0.0001705	0.5403	-0.009606	1.251	0.3711	-1.409	1.267	-0.6606	2.3	-0.6984	0.5092	0.4107	0.08159	-0.5043	0.2315	0.7175	-0.1262	-0.8393	0.7163	-0.1509	0.8932	0.8572	0.2672	-0.02357	1.179
"101"	0.2422	0.4112	-0.469	0.3033	-0.4496	0.7027	-0.6395	-0.6355	-0.18724	-0.07034	-1.664	0.7303	0.2833	-0.20753	-1.343	-0.8309	-0.5413	-0.1255	0.3061	-0.1747	0.344	0.3071	0.3791	0.1483	0.04772	-0.3435	-0.9059	1.062	-0.1105	0.4602	-0.3953	-1.041	0.2783	-0.9316	-0.577	-0.0352	0.1599	0.3493	1.141	-0.6033	0.1388	-0.1418	-0.6364	0.03563	-0.1336	-0.2113	-0.1473	-0.8603	0.7247	1.056	0.01023	-0.4873	-0.5474	0.6196	1.888	0.09925	0.4266	0.9201	0.8206	-0.2282	-0.9207	0.2198	-0.6169	0.1225	0.1081	0.6375	-1.599	0.1622	0.362	0.003083	-0.2514	-2.181	-0.1769	-0.2481	-0.2963	-1.336	-0.9316	0.1699	-0.932	-0.5074	1.7	-1.341	-0.3431	-0.3412	-0.2085	0.4245	-0.438049	-0.9643	0.8895	-0.3397	2.47	0.3236	0.238	0.7762	-0.3925	0.1479	-1.341	0.4713	-0.3308	0.4095	-0.2416	0.24	0.2525	0.7464	0.01143	1.126	0.9803	-0.4674	-1.558	0.3741	0.1548	-0.04498	-0.797	0.47	1.676	0.991
"102"	0.5211	1.093	0.041967	0.117146	-0.9128	0.1155	-0.6247	-0.03094	-0.418028	0.1505	-1.139	-0.045664	0.0107085	0.24226	-1.461	-1.088	-0.242956	0.97345	0.91402	-0.307918	0.41408	0.3289	0.2349	0.7553	1.147	-0.68834	-0.1748	0.03566	0.6305	0.7713	-0.671985	-2.005	-0.1747	0.7794	-0.4409	1.507	0.1089	0.026948	0.9298	-0.9972	-1.136	-0.6828	0.5216	-0.6674	-0.2506	0.6007	-1.808	0.2127	1.228	0.1783	0.2263	-0.411013	-0.6224	-0.3884	2.672	0.249104	0.8706	0.83383	0.1136	0.2529	-0.6727	0.02678	-1.574	-0.3785	-1.726	0.4155	-0.2828	1.186	0.05548	0.5346	0.2581	-0.8444	-0.008459	-0.2276	-0.07878	-0.4912	0.1299	0.2024	-0.6655	-0.1219	0.2366	-1.254	0.2694	0.15509	-0.2881	-0.527	-0.59082	-0.2189	0.562	0.1808	-0.2433	-0.4839	0.2195	0.7057	-1.591	0.7954	-1.36	0.6078	-0.8093	1.109	-0.5841	0.6825	1.755	1.953	-0.1121	0.4798	1.664	-0.1149	-2.149	-0.5814	-1.503	0.0305	0.6015	1.444	-2.284	0.8795
"103"	0.1962	0.8722	0.613	0.3057207	-0.847463	-0.1093	-0.555444	-0.9225	0.4844	0.5737	-1.472	0.12167	0.4780175	0.401886	-1.345	-0.3138	-0.15043	0.5505	0.467425	-0.344155	0.64724	0.07011	-0.8089	1.012	0.7528	-0.79729	-0.4587	0.1208	0.9696	0.6414	-0.7412	-1.844	-1.138	0.7815	-0.2439	1.228	0.421	0.048678	0.8459	-0.4981	-0.9211	-0.2317	0.4097	-1.11	0.08454	0.6258	-2.754	0.5228	1.146	0.1884	0.3163	-0.300282	-1.044	-0.1956894	2.007	-0.06964	0.39506	0.45206	-0.003284	-0.43	-1.054	0.6399	-0.46707	-0.3824	-0.90552	-0.01836	0.2293	1.256	0.611	0.6641	0.4076	-0.2768	0.3101	-0.2781	0.5598	-0.1587	-0.1646	0.747	-0.09982	0.1216	0.02315	-0.8458	0.070276	0.173036	-0.1985	-0.4265	-1.405	-0.3533	0.3945	0.3703	-0.03474	-0.2384	-0.01892	0.6352	-1.532	0.9739	-0.9632	0.9673	-0.2728	1.665	-1.179	0.95	1.333	1.874	0.1825	0.7764	1.953	0.2576	-2.807	-0.2229	-2.716	0.004053	0.199	1.792	-5.428	0.491
"104"	0.4031	0.9411	-0.8911	-0.1898	-0.9437	0.3006	-0.6426	-1.744	-0.098423	0.2286	-0.93768	0.330006	0.4725275	0.422263	-1.661	-0.76	-0.053869	0.2187	0.454905	-0.690468	1.635	1.8	0.458	-0.6013	0.7291	-0.5051	-0.4675	0.759	0.2919	0.1356	-0.673075	-2.075	0.5827	0.8857	0.1004	0.7162	1.085	0.6927	1.509	-0.9519	-0.4808	-0.169815	-0.09106	-0.677	-0.06518	0.1571	-1.037	0.1041	0.7661	0.9307	-0.7804	-1.012	-0.117	0.615	1.361	0.1946	0.729	0.31581	0.738	0.7242	-0.7483	0.1082	-2.184	-0.6291	-1.205	0.6989	-0.9874	0.1383	0.537	0.02113	0.5416	-0.7558	0.3771	0.6009	0.3988	-0.6647	-0.7896	0.307	0.2231	0.8266	0.2632	-0.8017	0.154	0.1938	0.3055	-0.00548	-1.849	-0.1003	1.388	-0.3907	0.7303	-0.1023	1.006	-0.3038	0.3025	0.211	-0.599928	0.07834	-0.2078	0.6025	-1.177	-0.02497	-0.1385	0.1444	-0.5795	-0.07663	0.4443	-0.1294	-1.648	-0.0389662	0.04488	-0.5549	0.653	-0.206	1.16056	0.01201
"105"	0.07797	-1.43906	1.08	0.07905	-0.12626	1.339	0.5542	1.319	0.27445	1.386	-0.279868	0.166337	0.867254	-0.170446	-2.181	0.05987	-0.5235	1.224	-1.673	-0.126233	-0.3873	-1.582	0.2698	-0.06169	0.260801	-0.216661	-0.682528	2.762	-0.03846	0.7863	0.6818	-0.284076	-2.51687	0.4594	0.4861	0.6798	0.5689	0.9064	0.7688	-1.529	0.4629	0.7422	-3.752	-1.47	-1.046	-0.1103	-3.126	1.398	2.349	1.874	-0.4467	-0.4063	-2.116	-0.07235	-0.07633	0.7673	0.133264	0.14668	-0.2854	-0.08512	-1.70979	0.4598	-0.3458	0.1775	-1.141	0.8156	-1.036	0.3027	0.5105	1.244	-0.2689	-0.059308	0.7256	0.0344	-2.002	-0.8112	-1.674	0.01644	-1.858	-0.2339	-0.26556	-0.61129	0.9885	0.3823	0.631	0.293	-0.206699	0.1415728	1.223	-0.5532	-0.2513	1.023	-1.299	-0.6563	-1.149	0.06842	-0.566841	1.004	0.3547	0.544	0.02514	0.6345	0.886	0.64169	-0.484716	1.201	-1.448	0.8811	-3.034	1.366	-0.4547	-0.72471	-0.6855	0.5385	1.35128	1.528
"106"	0.7891	-1.01	2.235	0.6342	-1.784	1.574	0.04834	-0.1696	2.028	1.036	-7.253	-0.1698	0.231021	0.036513	-1.971	0.809	-0.354224	2.822	0.406	0.4672	0.8038	0.584719	0.05795	-0.3107	1.212	0.5915	-0.6989	1.053	0.4385	-0.3988	-0.1213	-2.243	-0.6587	0.4744	0.288	-0.2782	0.5509	0.2593	0.7778	-0.3393	0.2488	0.3302	-2.047	-0.7524	0.08043	-0.5873	-2.172	2.143	1.599	0.6813	0.6962	-0.01232	0.1306	-0.04139	0.8406	1.205	1.26	1.26	-0.7844	0.01985	-3.065	0.6898	-0.7549	0.3185	-2.247	0.9905	-0.6248	1.261	0.3403376	0.6989	0.2174	-1.95	0.08289	1.35	0.4176	0.3611	-1.414	0.6058	-0.4981	1.876	-0.7091	-1.945	1.154	0.9106	1.097	0.5693	-1.776	-1.111	0.5263	-1.38	-0.6259	-0.04856	1.108	0.594	0.02732	0.4677	-0.3224	0.1111	-0.201	1.269	-1.339	0.8028	0.7693	-1.094	-0.6167	1.052	-1.555	1.541	-1.113	0.6979	0.08467	0.6838	0.6058	0.3278	-4.978	1.404
"107"	-0.02682	0.9849	0.7698	-0.3359	-0.5983	0.9374	-1.937	-0.1841687	0.4032	0.3544	-0.54208	-0.4089	1.407	0.088197	-2.109	-0.03911	-1.177	-0.2557	-1.042	-0.33497	0.3457	-0.06515	-0.7142	-0.9417	1.077	0.6075	1.099	0.9197	0.3995	-0.4567	-0.5443	-2.04	0.9663	-0.2526	0.08205	-0.5022	1.801	0.05153	-0.4282	-0.4562	0.1768	-0.4428	0.7036	-0.6544	1.039	0.8717	-0.6933	-0.3903	0.06876	0.3143	-0.1448	-0.6003	-0.7154	0.8246	1.401	1.019	0.4846	1.985	0.2666	-0.4151	-2.132	-0.8042	-0.455977	-0.7305	-0.9279	-0.7525	-1.082	0.2754	0.7462	0.5643	-1.218	-0.9206	0.3813	-0.7669	-0.27	-1.146	-1.083	0.09816	0.3133	1.316	0.1153	0.1254	-0.01384	-0.962	-0.07732	-0.5113	-1.514	-0.1351	0.06872	-0.3205	1.479	0.05883	-0.1797	-0.5826	-0.5473	0.1441	-0.483	0.2495	0.2244	1.576	-0.3854	0.9482	-0.8163	0.2126	0.5477	0.8185	-0.1735	0.2398	-2.323	0.6053	0.07606	0.01824	0.3972	0.4022	1.168	1.26
